48,168
104,188
72,159
74,92
92,93
111,146
131,146
112,208
133,189
157,136
117,119
120,87
143,66
126,16
4,50
41,47
42,151
9,181
45,165
57,48
64,80
104,64
103,35
62,48
235,64
148,73
174,77
184,116
163,168
183,158
257,154
273,176
273,140
254,116
232,139
201,134
204,111
231,124
273,59
241,25
251,56
236,61
211,74
198,96
228,100
239,83
211,73
283,66
297,70
283,191
294,176
307,199
307,116
336,106
338,144
356,123
355,104
379,116
343,188
384,179
391,82
382,36
374,73
381,79
381,90
341,81
348,68
324,65
332,86
307,92
313,37
272,56
301,58
284,68
78,220
36,264
170,263
176,235
165,223
79,222
